597250066  7556  20240511  456  4968  L  999999999  9999  8  76294  703782  36342101  35247014848706  464  501499474096913  158  510084084763852  833  890699107764879  372  899283718431818  313  279900888916493  4  1989-11-01 00:02:54
273616833  1627  20240511  456  2281  D  999999999  9999  W  98051  554993  45674363  46083702862629  958  465849383913773  256  574303852644067  896  218419030228477  997  862536355296533  580  878686240182325  M  1974-07-29 17:55:19
783833399  4601  20240511  456  5719  5  999999999  9999  K  98662  752729  35271077  23057220666805  144  681196422643848  820  602158042495150  302  151089250012364  899  536388013525903  424  457349633377205  I  2018-09-06 19:40:56
241219198  3769  20240511  456  3055  V  999999999  9999  F  32483  552775  92032062  86732236801889  675  499926780813533  154  160906724638293  243  357549524800815  714  646496908807839  775  307474705148952  3  2024-10-28 16:48:44
191539085  2642  20240511  456  2213  T  999999999  9999  C  74310  298926  95469484  39775047417892  580  208716169892177  502  843106490184058  802  385190079147791  764  927275815595170  379  469359404558903  6  1970-01-01 02:07:20
694805207  9725  20240511  456  5408  Z  999999999  9999  3  66653  952927  20893364  96960342514485  972  171037434025094  940  790182893756496  401  781360913305634  660  772538932854772  316  391684392586175  S  2009-08-11 14:56:58
331339798  1456  20240511  456  5234  4  999999999  9999  4  74459  586749  79744466  7338445735588   858  680742078716     245  620012771565750  359  402975097572812  823  650276714725758  750  897576184395057  I  1970-01-01 00:01:10
852331033  7606  20240511  456  9171  0  999999999  9999  6  39044  793806  37449042  93418998494652  976  230167301502308  431  206112268874255  307  182059383729849  928  785971791284060  440  761916758656007  M  2008-07-13 09:01:00
995410888  4718  20240511  456  8882  R  999999999  9999  Q  77244  138884  57211051  21840262902447  591  661046910420894  852  124607928076035  754  960199358065263  169  423760375720404  855  422982102229660  1  2013-11-27 13:14:04
955125760  2913  20240511  456  4180  R  999999999  9999  F  15181  206849  50130802  60440755720298  423  987741256409589  772  952695355406869  130  917647306920502  969  882601405917782  871  311892648577300  V  1993-04-28 21:01:35
976540230  7591  20240511  456  6504  R  999999999  9999  B  90482  597631  64146851  5248705864927   221  792967739355828  541  840528939907115  958  352427284120640  933  399986337188280  864  911884681401804  7  1993-07-04 07:20:55
146631736  8036  20240511  456  4258  Y  999999999  9999  F  77368  688914  34702565  20779408508593  898  619432953079278  662  698373812147659  530  869617107576895  211  576523259343894  820  283431558594540  V  1999-12-07 01:49:11
249810071  2545  20240511  456  2222  Q  999999999  9999  D  82383  667558  60367241  20963844737950  580  702377682148517  757  810946411258479  627  291549847669824  333  400118576779786  409  508687305889748  9  1999-03-30 06:55:33
556806988  5675  20240511  456  7297  4  999999999  9999  P  17233  650269  81194378  15771061493404  834  949803556442260  560  214371839882210  536  106907563504424  897  999443287126637  515  264011570566587  T  1993-11-07 13:06:01
147476665  5182  20240511  456  7275  D  999999999  9999  X  38496  734673  56480279  6502651705442   291  397898977224869  351  559053184568332  720  720209539395442  851  417028750560315  179  950217665205160  6  2017-02-09 16:41:19
717294533  6978  20240511  456  8446  V  999999999  9999  7  59164  613733  34131830  45865905894666  159  439465850046849  858  348683867791749  375  885871473202560  413  795091638431107  468  332277096358272  H  2024-03-27 02:56:15
531491734  5394  20240511  456  8169  L  999999999  9999  3  68489  617326  33130000  17549169180154  635  971731607931499  115  85870662811671   503  363640014211869  550  13441925429803   332  291211276830001  9  1973-03-04 20:37:49
609214108  7334  20240511  456  8560  5  999999999  9999  1  92148  947741  77736068  92719231501024  360  752458737456470  325  354527590692489  317  420931440107098  477  487337437005354  753  553743433903610  7  1991-08-24 21:57:13
503732678  8310  20240511  456  8913  Q  999999999  9999  3  48541  781746  43929275  21582234058395  152  592868328262067  792  61063144944434   822  901290521444535  869  369485338126902  780  209712714627004  J  1975-09-24 00:04:27
112040798  2030  20240511  456  8128  7  999999999  9999  I  12673  140809  45160117  27979013586870  549  547402306966933  479  876360413350543  763  205318519734154  877  906309185935499  857  235267292319110  6  2015-08-07 20:39:38
459293763  9543  20240511  456  1280  1  999999999  9999  4  29981  160487  82652920  17881404993968  910  89971242744501   796  524238527740291  616  958503665252434  535  928433806585987  428  734733651399513  C  1977-04-17 17:56:32
447821618  4907  20240511  456  2625  1  999999999  9999  W  74596  757959  63484498  58432380674939  309  481624898260656  524  492434808251966  403  339614421723249  586  350426479198206  331  825573532851753  S  2017-12-12 16:30:04
463559166  5272  20240511  456  3471  8  999999999  9999  1  12764  883123  48959675  64601947889925  974  48105778758489   809  840223477349829  539  632341175941170  508  424461022016158  659  216578720607499  K  1985-06-22 10:27:55
275148821  7601  20240511  456  8926  0  999999999  9999  S  54713  427668  89816809  35200372244213  658  144331457193570  569  693164718046483  329  149691247571248  900  698524508424161  370  783020625614837  I  1999-09-03 00:55:42
684136765  4178  20240511  456  7583  2  999999999  9999  I  25426  642175  26354108  42381682256361  927  677516692908854  157  28780216907836   876  915708744728226  802  266972268727208  571  618235792726189  7  2015-01-21 03:55:58
776796327  4551  20240511  456  3264  9  999999999  9999  X  79405  441696  77956078  64287886322976  477  905071855214739  655  447969030354153  187  990866205493566  741  69426236970743   548  612323412110156  2  1970-01-01 00:00:14
969831114  1960  20240511  456  7202  N  999999999  9999  W  17569  444637  16417984  48364545505966  679  518193779045025  604  477350488755107  520  64474638647454   466  23631348357536   258  982788058067617  3  2000-09-10 16:11:43
940413092  9755  20240511  456  4972  5  999999999  9999  4  20239  862054  35814869  4659812570584   497  562831123696061  862  807175948083101  908  515860063616026  665  760207035486713  674  632521447539665  E  2017-06-04 18:49:04
443778997  5786  20240511  456  8426  8  999999999  9999  R  38226  971035  65549556  97969508370403  421  671881005274227  485  15624537466921   385  451672653504116  576  259753329359047  239  67831857730331   7  2010-12-31 07:17:33
683678755  1535  20240511  456  7272  3  999999999  9999  F  62257  556200  38629971  74591993919116  202  120795825139744  645  12433834082897   990  439736846847459  783  239072419429757  945  666373284710672  3  2023-10-31 23:36:41
751398265  1719  20240511  456  6108  9  999999999  9999  6  91020  947270  35231193  30069186598963  527  789172825253288  808  76461429365182   514  828085029655665  900  115373633767559  818  402660090395805  R  1982-10-05 10:52:03
718947001  9576  20240511  456  6386  3  999999999  9999  I  47222  242603  62587486  12511661303690  263  477107509508584  758  302576462209634  497  663710418732093  325  861214078734525  670  686683031435575  W  2004-09-03 04:56:49
955736969  3102  20240511  456  6398  9  999999999  9999  Q  77724  188942  61147991  91955297059423  122  751681568503643  313  151483735652482  935  86948759139083   906  22413782625684   841  329911365930020  1  1984-12-26 18:46:57
282723228  8741  20240511  456  2616  I  999999999  9999  9  40115  907372  18638806  44386306170667  349  90173295785620   555  238406325027568  212  294334770425014  249  978230656004724  964  34159101402171   3  2023-05-07 01:16:06
967401804  2328  20240511  456  4378  3  999999999  9999  D  26243  315514  24035979  52895171897368  723  279033564304446  384  446154323515784  170  449644786207095  977  616765545418433  238  248221300808362  3  1984-02-28 09:33:07
583917181  5081  20240511  456  1901  S  999999999  9999  9  58050  124995  95808613  32457446961602  359  857048714858459  632  521096367803071  899  649481164409920  469  685563524655914  148  349611177600526  Y  1970-01-01 00:07:47
431911537  7036  20240511  456  5512  S  999999999  9999  3  75391  396593  71122463  89843578760714  361  238904579535662  134  3092986220276    639  139316100206272  222  275537066708621  116  39725473393235   6  1993-08-16 10:58:05
964126481  3504  20240511  456  6151  T  999999999  9999  3  17768  212776  84372461  74935693799639  837  977171292200907  879  875669997508883  920  309831559154622  320  208330264462598  293  642491826108336  9  1970-01-01 00:05:07
745729217  5743  20240511  456  8310  3  999999999  9999  5  42189  343750  55683460  97178477606358  525  725986554539847  718  90655220172881   660  990984594660029  126  983618552991680  474  348285071141067  S  2010-06-20 10:28:01
929522984  3854  20240511  456  8217  4  999999999  9999  A  17814  726394  99427410  14119201094133  405  930098898202113  326  167455786295731  569  568440823425728  414  341460567857108  971  578817455950725  W  1972-08-21 02:42:26
895019656  7836  20240511  456  2432  Q  999999999  9999  U  87938  585598  96572969  56680583278596  568  247315097696445  978  531846599983193  827  188410662087677  285  8605020712188    997  293136522998936  L  2020-02-02 11:28:48
310744410  6886  20240511  456  4027  9  999999999  9999  5  28563  919596  52588932  28648095629654  606  718191371255001  545  287650604236333  268  857111984701311  386  426571217682643  806  624000038329886  1  1993-01-08 03:13:59
138227778  8862  20240511  456  8467  7  999999999  9999  Y  92917  880439  60131886  90876674708734  538  738894704587477  288  231574391795979  986  259914787858596  634  916224771587124  633  408902311311979  K  2009-09-15 17:24:40
343970077  6311  20240511  456  7857  F  999999999  9999  U  20503  317651  58766413  96515389725952  628  736916285392419  508  124969001260333  115  140989157310511  689  993379016840661  783  381429585224928  Z  1970-01-01 00:02:40
207493512  9231  20240511  456  5903  2  999999999  9999  0  59084  261775  13333179  27427868709137  140  630407328247887  583  144413178646030  123  194084032865582  888  80122443081460   133  129791149817365  O  1987-06-20 04:10:45
708743794  9610  20240511  456  3798  N  999999999  9999  R  81721  843959  72732068  64512118946655  999  507967863778019  380  231919621606926  177  327901791769921  580  51853549598828   269  775805307427734  6  1970-01-01 00:00:27
789409091  2900  20240511  456  4891  7  999999999  9999  2  56891  722575  93470836  86385331226648  910  740206507966268  484  73997321047764   781  500090570490114  175  926183819932464  413  352277069374815  R  1986-07-08 20:15:24
137835254  9265  20240511  456  4898  5  999999999  9999  3  81562  616084  67477436  15693478494540  789  750827563319308  831  747899353130207  129  209306139119697  704  670712925109186  316  132119711098676  3  1998-12-28 00:55:37
239561457  7771  20240511  456  1797  E  999999999  9999  5  22010  939145  49929824  67847799460474  117  449329657106457  555  735455136482059  481  21580615857662   421  935671387931881  171  221796867307484  Z  1993-06-03 07:05:15
422086544  8568  20240511  456  3558  G  999999999  9999  F  41545  193989  44942359  18982172612862  111  691364827942093  686  822702304190545  786  326070192773086  227  921744812683775  112  425114848749963  A  2009-12-23 01:22:52
973680389  9620  20240511  456  9961  8  999999999  9999  E  72968  708909  62261798  99212436978043  958  539806695500685  151  43114455948542   773  82087220217808   969  493090396821162  634  532061013606781  6  1998-11-15 14:10:02
